企业名称,客户,销售占比,销售金额,报告期,数据来源,关联关系
中化国际（控股）股份有限公司,浙江中蓝新能源材料有限公司,-,768.10万元,2022-10-25,招投标公告,-
中化国际（控股）股份有限公司,中国天辰工程有限公司,-,-,2022-06-28,招投标公告,-
中化国际（控股）股份有限公司,上海玉城高分子材料股份有限公司,7.18%,377.15万元,2022-04-27,客户公告,无关联关系
中化国际（控股）股份有限公司,舟山市华泰石油有限公司,-,12803.03万元,2022-04-22,招投标公告,-
中化国际（控股）股份有限公司,中国化学工程第六建设有限公司,-,539.38万元,2022-03-15,招投标公告,-
中化国际（控股）股份有限公司,神通科技集团股份有限公司,3.16%,1012.19万元,2020-12-29,客户公告,-
中化国际（控股）股份有限公司,中化兴中石油转运（舟山）有限公司,-,4168.62万元,2020-11-13,招投标公告,-
中化国际（控股）股份有限公司,张家港保税区中茂国际贸易有限公司,-,-,2020-07-23,司法数据,-
中化国际（控股）股份有限公司,江西盛祥电子材料股份有限公司,9.02%,1030.35万元,2019-04-16,客户公告,无关联关系
中化国际（控股）股份有限公司,南京威尔药业集团股份有限公司,5.99%,1692.19万元,2019-01-14,客户公告,-
中化国际（控股）股份有限公司,安徽润康橡塑科技股份有限公司,4.11%,120.01万元,2017-08-31,客户公告,非关联方
中化国际（控股）股份有限公司,江苏利田科技有限公司,10.70%,2093.84万元,2017-06-09,客户公告,-
中化国际（控股）股份有限公司,江苏新扬新材料股份有限公司,6.51%,491.47万元,2017-04-26,客户公告,非关联方
中化国际（控股）股份有限公司,浙江天铁科技股份有限公司,10.01%,1095.99万元,2016-12-16,客户公告,-
中化国际（控股）股份有限公司,上海精发实业有限公司,5.72%,1052.30万元,2016-10-31,客户公告,-
中化国际（控股）股份有限公司,江苏通用科技股份有限公司,5.00%,5040.69万元,2016-08-26,客户公告,-
中化国际（控股）股份有限公司,山东玲珑轮胎股份有限公司,4.50%,24368.39万元,2016-06-13,客户公告,-
中化国际（控股）股份有限公司,青岛双星股份有限公司,4.54%,9664.50万元,2016-04-12,客户公告,-
中化国际（控股）股份有限公司,江苏中晟高科环境股份有限公司,3.78%,1748.31万元,2016-04-08,客户公告,-
中化国际（控股）股份有限公司,河北华密新材科技股份有限公司,3.91%,153.99万元,2016-02-26,客户公告,-
中化国际（控股）股份有限公司,杭摩新材料集团股份有限公司,11.98%,813.29万元,2015-12-29,客户公告,-
中化国际（控股）股份有限公司,上海华谊集团股份有限公司,3.64%,37772.00万元,2015-03-17,客户公告,-
中化国际（控股）股份有限公司,大连中铁外服国际货运代理有限公司,-,-,2015-02-07,司法数据,-
中化国际（控股）股份有限公司,深圳王子新材料股份有限公司,4.12%,472.35万元,2014-11-14,客户公告,-
中化国际（控股）股份有限公司,江苏怡达化学股份有限公司,6.93%,5424.03万元,2014-07-31,客户公告,-
中化国际（控股）股份有限公司,黑龙江长和化工股份有限公司,17.01%,3437.94万元,2014-04-22,客户公告,非关联方
中化国际（控股）股份有限公司,天津晋宝源国际贸易有限公司,-,-,2014-03-06,司法数据,-
中化国际（控股）股份有限公司,无锡宝通科技股份有限公司,6.81%,1780.43万元,2011-03-31,客户公告,-
中集车辆（集团）股份有限公司,Direct ChassisLink Inc.,-,65083.22万元,2023-03-28,年报,-
中集车辆（集团）股份有限公司,中邮科技股份有限公司,2.56%,3630.44万元,2022-06-30,客户公告,无关联关系
中集车辆（集团）股份有限公司,Star Leasing Co.,-,34313.09万元,2022-03-25,年报,-
中集车辆（集团）股份有限公司,徐州徐工汽车制造有限公司,-,65662.41万元,2021-04-02,年报,无关联关系
中集车辆（集团）股份有限公司,中国重汽（香港）有限公司,-,36960.93万元,2021-04-02,年报,无关联关系
中集车辆（集团）股份有限公司,陕西重型汽车有限公司,-,142537.77万元,2021-04-02,年报,无关联关系
中集车辆（集团）股份有限公司,南通融通汽车销售有限公司,1.05%,2.75万元,2021-04-02,年报,无关联关系
中集车辆（集团）股份有限公司,杭州卓翼贸易有限公司,1.27%,3.35万元,2021-04-02,年报,无关联关系
中集车辆（集团）股份有限公司,Xtra Lease LLc.,1.42%,1.59万元,2020-11-20,年报,-
中集车辆（集团）股份有限公司,上汽红岩汽车有限公司,-,15137.40万元,2020-11-20,年报,非关联关系
中集车辆（集团）股份有限公司,Schneider National Leasing Inc.,2.24%,4.35万元,2020-07-31,年报,-
中集车辆（集团）股份有限公司,Norfolk Southern Railway Company,1.57%,3.80万元,2020-07-31,年报,-
中集车辆（集团）股份有限公司,Milestone Equipment Holdings， LLC,1.58%,3.81万元,2020-07-31,年报,-
中集车辆（集团）股份有限公司,J.B. Hunt Transport Services， Inc.,-,34295.49万元,2020-07-31,年报,-
中集车辆（集团）股份有限公司,Lawrence David Ltd,1.39%,2.70万元,2020-07-31,年报,-
软通动力信息技术（集团）股份有限公司,集中采购管理部,-,-,2025-07-02,招投标公告,-
软通动力信息技术（集团）股份有限公司,水发集团有限公司,-,-,2025-07-01,招投标公告,-
软通动力信息技术（集团）股份有限公司,中国互联网络信息中心,-,-,2025-07-01,招投标公告,-
软通动力信息技术（集团）股份有限公司,广西交通投资集团财务有限责任公司,-,-,2025-07-01,招投标公告,-
软通动力信息技术（集团）股份有限公司,浙江省能源集团财务有限责任公司,-,-,2025-06-28,招投标公告,-
软通动力信息技术（集团）股份有限公司,中电科太力通信科技有限公司,-,-,2025-06-27,招投标公告,-
软通动力信息技术（集团）股份有限公司,深圳市深水龙岗水务集团有限公司,-,-,2025-06-27,招投标公告,-
软通动力信息技术（集团）股份有限公司,珠海市国资数字科技有限公司,-,-,2025-06-27,招投标公告,-
软通动力信息技术（集团）股份有限公司,湖北交投集团财务有限公司,-,282.00万元,2025-06-26,招投标公告,-
软通动力信息技术（集团）股份有限公司,广东省农垦集团财务有限公司,-,-,2025-06-25,招投标公告,-
软通动力信息技术（集团）股份有限公司,苏州银行股份有限公司,-,-,2025-06-25,招投标公告,-
软通动力信息技术（集团）股份有限公司,郑州银行股份有限公司,-,-,2025-06-24,招投标公告,-
软通动力信息技术（集团）股份有限公司,上海烟草集团有限责任公司,-,-,2025-06-23,招投标公告,-
软通动力信息技术（集团）股份有限公司,中移系统集成有限公司,-,-,2025-06-23,招投标公告,-
软通动力信息技术（集团）股份有限公司,中移（上海）信息通信科技有限公司,-,-,2025-06-20,招投标公告,-
软通动力信息技术（集团）股份有限公司,中国工商银行股份有限公司,-,-,2025-06-20,招投标公告,-
软通动力信息技术（集团）股份有限公司,中国大唐集团财务有限公司本部,-,79.00万元,2025-06-18,招投标公告,-
软通动力信息技术（集团）股份有限公司,中广核财务有限责任公司,-,-,2025-06-16,招投标公告,-
软通动力信息技术（集团）股份有限公司,中国大唐集团财务有限公司,-,486.00万元,2025-06-16,招投标公告,-
软通动力信息技术（集团）股份有限公司,山东通达金融租赁有限公司,-,-,2025-06-16,招投标公告,-
软通动力信息技术（集团）股份有限公司,联通（广东）产业互联网有限公司,-,-,2025-06-13,招投标公告,-
软通动力信息技术（集团）股份有限公司,联通数字科技有限公司贵州省分公司,-,-,2025-06-11,招投标公告,-
软通动力信息技术（集团）股份有限公司,中铝数为（昆明）科技有限责任公司,-,-,2025-06-06,招投标公告,-
软通动力信息技术（集团）股份有限公司,浙商财产保险股份有限公司,-,-,2025-06-05,招投标公告,-
软通动力信息技术（集团）股份有限公司,安徽省交通控股集团有限公司,-,-,2025-06-05,招投标公告,-
软通动力信息技术（集团）股份有限公司,北京中电普华信息技术有限公司,-,-,2025-06-05,招投标公告,-
软通动力信息技术（集团）股份有限公司,中核财务有限责任公司,-,-,2025-05-28,招投标公告,-
软通动力信息技术（集团）股份有限公司,山东航空股份有限公司青岛分公司,-,-,2025-05-27,招投标公告,-
软通动力信息技术（集团）股份有限公司,大圣科技股份有限公司,-,-,2025-05-27,招投标公告,-
软通动力信息技术（集团）股份有限公司,北京金隅财务有限公司,-,-,2025-05-27,招投标公告,-
软通动力信息技术（集团）股份有限公司,国家开发银行,-,-,2025-05-27,招投标公告,-
软通动力信息技术（集团）股份有限公司,国网江苏省电力有限公司无锡供电分公司,-,-,2025-05-21,招投标公告,-
软通动力信息技术（集团）股份有限公司,国网宜兴市供电公司输变电运检中心,-,-,2025-05-21,招投标公告,-
软通动力信息技术（集团）股份有限公司,国网宜兴市供电公司,-,-,2025-05-21,招投标公告,-
软通动力信息技术（集团）股份有限公司,深圳市润智数字科技有限公司,-,-,2025-05-20,招投标公告,-
软通动力信息技术（集团）股份有限公司,韶关市鸿昊工程管理有限公司,-,-,2025-05-20,招投标公告,-
软通动力信息技术（集团）股份有限公司,朴道征信有限公司,-,-,2025-05-16,招投标公告,-
软通动力信息技术（集团）股份有限公司,吉林省农村信用社联合社,-,-,2025-05-16,招投标公告,-
软通动力信息技术（集团）股份有限公司,交通银行股份有限公司广西壮族自治区分行,-,-,2025-05-15,招投标公告,-
软通动力信息技术（集团）股份有限公司,国家能源集团财务有限公司,-,-,2025-05-13,招投标公告,-
软通动力信息技术（集团）股份有限公司,中国—东盟信息港股份有限公司,-,-,2025-05-13,招投标公告,-
软通动力信息技术（集团）股份有限公司,物产中大数字科技有限公司,-,-,2025-05-09,招投标公告,-
软通动力信息技术（集团）股份有限公司,中国银行股份有限公司内蒙古自治区分行,-,0.09万元,2025-05-06,招投标公告,-
软通动力信息技术（集团）股份有限公司,北京朝阳环境集团有限公司,-,-,2025-04-29,招投标公告,-
软通动力信息技术（集团）股份有限公司,中国移动通信集团浙江有限公司,-,-,2025-04-28,招投标公告,-
软通动力信息技术（集团）股份有限公司,广东美的制冷设备有限公司,-,-,2025-04-28,招投标公告,-
软通动力信息技术（集团）股份有限公司,湖北银行股份有限公司,-,390.00万元,2025-04-27,招投标公告,-
软通动力信息技术（集团）股份有限公司,东风汽车集团股份有限公司猛士汽车科技公司,-,146.13万元,2025-04-18,招投标公告,-
软通动力信息技术（集团）股份有限公司,中化现代农业有限公司,-,-,2025-04-17,招投标公告,-
软通动力信息技术（集团）股份有限公司,安道麦股份有限公司,-,-,2025-04-16,招投标公告,-
软通动力信息技术（集团）股份有限公司,中国国际金融股份有限公司,-,-,2025-04-14,招投标公告,-
软通动力信息技术（集团）股份有限公司,中粮信息科技有限公司,-,-,2025-04-09,招投标公告,-
软通动力信息技术（集团）股份有限公司,华夏银行股份有限公司,-,-,2025-04-09,招投标公告,-
软通动力信息技术（集团）股份有限公司,晋商银行股份有限公司,-,-,2025-04-08,招投标公告,-
软通动力信息技术（集团）股份有限公司,国网智联电商有限公司,-,-,2025-04-08,招投标公告,-
软通动力信息技术（集团）股份有限公司,中铝智能科技发展有限公司,-,-,2025-04-08,招投标公告,-
软通动力信息技术（集团）股份有限公司,工银金融租赁有限公司,-,-,2025-04-07,招投标公告,-
软通动力信息技术（集团）股份有限公司,中国建设银行股份有限公司广东省分行,-,-,2025-04-03,招投标公告,-
软通动力信息技术（集团）股份有限公司,中国对外贸易中心集团有限公司,-,-,2025-04-03,招投标公告,-
软通动力信息技术（集团）股份有限公司,中路财产保险股份有限公司,-,-,2025-04-02,招投标公告,-
软通动力信息技术（集团）股份有限公司,卓望有限公司,-,-,2025-03-07,招投标公告,-
软通动力信息技术（集团）股份有限公司,中国星网易联供应链有限公司,-,-,2025-03-03,招投标公告,-
软通动力信息技术（集团）股份有限公司,中国电信研究院,-,-,2025-02-26,招投标公告,-
软通动力信息技术（集团）股份有限公司,中国民生银行股份有限公司青岛分行,-,-,2025-02-25,招投标公告,-
软通动力信息技术（集团）股份有限公司,中节能财务有限公司,-,-,2025-02-21,招投标公告,-
